Date,Open,High,Low,Close
2013-02-21,181.94379015573944,183.5768968303498,178.72994612999673,179.89195251464844
2013-02-22,179.74539437780552,182.57189824707447,179.64071163752405,180.60382080078125
2013-02-25,180.8969281053069,181.09582530703878,178.1751070420454,178.87649536132812
2013-02-26,177.9029338635219,177.9029338635219,171.42289012450482,172.4174041748047
2013-02-27,173.77830096436819,176.07090875651866,173.18158142472197,174.05047607421875
2013-02-28,175.28579675039865,175.777819642253,168.70105623358805,170.39697265625
2013-03-01,170.84709484018185,171.37052247184567,168.64868760612782,169.6746063232422
2013-03-04,169.36058758529697,171.3182109020366,168.5230976384453,170.13525390625
2013-03-05,171.49617257755682,174.7100168570119,171.49617257755682,173.0141143798828
2013-03-06,174.17613054308163,175.53704829626884,173.08740193106618,174.87753295898438
2013-03-07,174.0400395839359,176.18609193961717,172.53256600200817,175.1392364501953
2013-03-08,176.5001559231001,178.94980226500908,175.8720454185002,178.23794555664062
2013-03-11,178.4054440984865,180.1851068951034,175.88251974153158,176.81422424316406
2013-03-12,178.07042702086136,178.9079169540663,176.6152949006768,177.51559448242188
2013-03-13,176.3326317215418,179.34757837160808,175.91388680186594,176.9188690185547
2013-03-14,176.70953083306136,180.78180169654414,174.87752676771996,180.06993103027344
2013-03-15,181.05398381895805,182.02756140269338,175.51611228536404,176.63624572753906
2013-03-18,174.82518921710812,176.60483796905504,173.94582612839588,174.67861938476562
2013-03-19,175.16015482745243,175.66264596929315,169.98868756910596,172.7314453125
2013-03-20,173.65268389129423,173.73643008674586,170.29226996445755,172.24989318847656
2013-03-21,172.73145596988815,174.36456276388242,168.4916928136635,170.13525390625
2013-03-22,169.23493712512803,171.8939625446581,168.40792951351588,169.71649169921875
2013-03-25,171.81022126622102,172.38599032155298,167.9682528375082,169.43385314941406
2013-03-26,168.02056860274416,168.54399620749007,163.30970618369892,164.0111083984375
2013-03-28,164.3565731771653,164.55548434655597,160.0435187828109,161.82318115234375
2013-04-01,163.51910570898386,165.57094328987895,162.01163234487723,163.0480194091797
2013-04-02,163.35162513253334,166.76438078219695,162.95381668692792,166.2200164794922
2013-04-03,167.0365758980498,167.28781451920904,161.42541230945773,162.58743286132812
2013-04-04,161.73948179371388,162.88055186850266,160.0016920143196,160.70309448242188
2013-04-05,161.00664639212957,163.81222782213806,160.73447125454732,163.33067321777344
2013-04-08,162.91191701208402,166.31420383128824,162.8909804644848,165.27781677246094
2013-04-09,165.843159985718,166.57596729193747,161.44635807741236,162.6711883544922
2013-04-10,163.33069893279372,164.13678415059826,161.55105005479282,163.18414306640625
2013-04-11,164.14723363976142,164.37753568915463,159.9912026886959,161.4463348388672
2013-04-12,160.58789234116733,163.3934593917934,160.16914744409402,162.3361358642578
2013-04-15,161.85459444000008,167.48669349617873,161.85459444000008,166.1571807861328
2013-04-16,166.86905768335868,169.59089307773388,164.44034796923484,168.5335693359375
2013-04-17,168.7220055533776,169.507154175345,161.0485499004235,161.99072265625
2013-04-18,162.5769376982513,164.398459329419,161.77085263600424,163.6447296142578
2013-04-22,164.56597017731738,166.3874918581297,162.9538000088844,165.35110473632812
2013-04-23,165.71752153818446,168.71153212364666,164.57645158099612,168.2718505859375
2013-04-25,169.08838887016387,173.06644492757152,169.08838887016387,171.61131286621094
2013-04-26,170.21899987543563,172.73145573625735,165.34064400257574,165.90594482421875
2013-04-29,166.05252746977328,167.2668754061205,165.07894987501683,165.95831298828125
2013-04-30,166.16766598970727,166.79577646202466,162.7130374274591,165.02659606933594
2013-05-02,164.8590767900388,168.96276602959693,164.0216008846125,168.10433959960938
2013-05-03,168.12528011134853,170.82617875434812,166.42937773595418,167.6018524169922
2013-05-06,167.9577899682973,172.72098065302237,167.9577899682973,172.01959228515625
2013-05-07,171.998668668683,175.01361580951874,171.61132850670708,173.3909912109375
2013-05-08,173.79927606576007,174.38551348566443,172.11382776015677,173.70504760742188
2013-05-09,173.44329251553083,174.12374422834935,170.63771152864012,171.28675842285156
2013-05-10,172.63249631739916,173.8615063826199,171.46706768833306,172.2616729736328
2013-05-13,172.34646414099032,174.92102482489284,169.263365024626,170.15333557128906
2013-05-14,169.63416285223155,171.42469822611395,168.58527420365945,169.1256103515625
2013-05-15,169.94140988601453,173.92507328696405,169.94140988601453,173.5436553955078
2013-05-16,172.9079716198239,178.79869629995466,172.80201198774157,178.1312255859375
2013-05-17,178.13124495356567,178.98943178269903,174.4548371350024,177.03997802734375
2013-05-20,177.44257090137563,181.17195117154762,175.6096573408926,176.1182098388672
2013-05-21,176.1076224770127,177.9935088595704,174.87862645046945,175.577880859375
2013-05-22,175.89575644827556,176.72214556790004,172.37825237091332,173.49072265625
2013-05-23,171.98624619006617,172.9080003714581,165.30088680981902,166.22264099121094
2013-05-24,168.11909277526698,168.3945510396223,165.11015609506808,166.6464080810547
2013-05-27,170.10031282786568,176.46781979705224,169.72948951824785,175.5142822265625
2013-05-28,175.87454866061753,179.45560551832943,175.06933458353024,178.71395874023438
2013-05-29,178.0994447988722,180.07008747133654,176.60557097119522,179.66748046875
2013-05-30,179.0529923804701,179.26488336989286,175.8745426695735,177.3154296875
2013-05-31,176.74329300418793,177.0929272482951,169.9625981057178,170.85255432128906
2013-06-03,170.30163675688047,170.65127102788324,166.3921349149766,166.95367431640625
2013-06-04,167.52580436938166,169.47525813494002,165.09958171235684,165.3220672607422
2013-06-05,165.3856090368783,170.42876961617645,165.3856090368783,169.94140625
2013-06-06,169.51760244135994,170.34399131506126,166.99602933918928,167.82241821289062
2013-06-07,168.28859649570725,169.94140257258087,165.49156508355586,166.04249572753906
2013-06-10,167.18674819200822,168.56408198139647,165.7034689138036,167.2609100341797
2013-06-11,166.02132338544945,167.7164936807024,164.2837607487592,166.46630859375
2013-06-12,165.92596354915597,168.98787295256673,165.74584207870998,167.5681610107422
2013-06-13,165.91539038607868,168.01316785106368,165.3962291498688,167.3562774658203
2013-06-14,168.71238596678165,173.72374845191786,168.69119687149242,172.62188720703125
2013-06-17,172.80198959058234,175.42952220107864,171.86964113458984,174.9315643310547
2013-06-18,174.5395957423931,177.46377641242563,173.2152345573991,174.4760284423828
2013-06-19,174.1793573029074,176.56320164661417,172.67488885075645,176.23475646972656
2013-06-20,173.31056997615588,173.31056997615588,168.4581392058831,169.0938262939453
2013-06-21,169.49640657455947,171.7107235570066,166.0424851136957,168.00253295898438
2013-06-24,167.39868081663207,168.7018530880641,164.9618773879044,167.96022033691406
2013-06-25,169.4540781735114,173.73438973269123,168.45816213717765,170.32284545898438
2013-06-26,171.52006130760643,172.5795445802443,169.75071490664982,170.28045654296875
2013-06-27,173.01392901661242,177.34722704396611,172.56894379499494,175.87454223632812
2013-06-28,184.24445520484062,184.9861019260097,179.2648757167348,182.78237915039062
2013-07-01,182.65524230632096,188.16456374889717,181.30969205857068,187.6772003173828
2013-07-02,187.12627613303826,188.96978442649473,184.08555539079896,184.742431640625
2013-07-03,182.33742153369835,182.94132506406584,179.80523906553435,180.2926025390625
2013-07-04,180.769345470751,184.4775508146148,179.55094403457744,182.58106994628906
2013-07-05,183.57698990141614,187.47589721506876,183.57698990141614,186.54354858398438
2013-07-08,184.35042790588423,185.08146598492192,181.83944888582673,183.70413208007812
2013-07-09,184.15970214855776,186.8508025176404,183.72531148599165,185.36752319335938
2013-07-10,185.25097495705108,186.43760694154372,177.78160534968922,181.3838653564453
2013-07-11,183.29093098483236,185.04968283102116,182.07252946819892,184.36102294921875
2013-07-12,185.2509562919627,189.85972633155825,184.2656349931422,188.57774353027344
2013-07-15,187.74076794167635,190.68613763529459,187.74076794167635,190.03985595703125
2013-07-16,187.95267030358002,191.65026711808696,187.1156725976765,190.83447265625
2013-07-17,191.34300010657506,194.50026033433835,191.34300010657506,193.8751678466797
2013-07-18,194.5214517939958,194.93465332303572,192.65675471162288,194.36253356933594
2013-07-19,194.74398761632278,196.61926545031073,193.4725991481812,195.72930908203125
2013-07-22,193.88576315579346,193.88576315579346,190.48481416157387,192.62496948242188
2013-07-23,193.26068336336647,196.00474225817052,192.24357837723386,192.73094177246094
2013-07-24,192.40251526666884,194.28840173691796,189.67963106076385,192.68856811523438
2013-07-25,191.96811064133118,193.29247172335064,185.92904787079726,188.7472686767578
2013-07-26,189.0545383976625,191.4913556091563,187.62423172059485,188.62014770507812
2013-07-29,187.96326730443684,190.42127356142555,187.00972954082496,187.6772003173828
2013-07-30,187.96323674509344,189.0121252855514,180.93885340146664,181.66989135742188
2013-07-31,181.94539631859664,186.4058291234284,178.5444467918586,184.78482055664062
2013-08-01,185.4417021313885,187.07330529501706,179.0212208338206,180.11248779296875
2013-08-02,182.23141654560172,184.76358423886592,180.1124503687139,181.66989135742188
2013-08-05,182.23144556228337,184.96492424745605,181.33089469515818,182.5598907470703
2013-08-06,181.9030199740573,183.121421512812,175.90633494034472,178.21600341796875
2013-08-07,179.0529757536651,186.8613843076212,176.08641730766496,184.8695526123047
2013-08-08,183.78889398129172,184.8695662968429,181.62753520526383,183.4286651611328
2013-08-12,184.13849992366903,184.95430844459193,178.08884301648158,179.19070434570312
2013-08-13,178.62918202071077,182.22083301966828,176.93401180564896,180.72695922851562
2013-08-14,181.383862745752,183.92662532602927,179.57213821889943,183.29092407226562
2013-08-16,183.29089715881454,183.71469321745377,173.15163197469633,175.1752471923828
2013-08-19,174.39127652857087,176.7221341686154,171.11746147933655,173.8085479736328
2013-08-20,171.8696905745004,176.04407073258065,170.58772168743275,174.8892364501953
2013-08-21,176.51020625306808,176.87043503199232,165.3220381696906,166.04249572753906
2013-08-22,165.7988176601006,171.3505167948021,164.0506746829842,170.8101806640625
2013-08-23,172.42061642747862,174.75147383540653,171.31874087390437,173.6496124267578
2013-08-26,174.28529893874222,176.18177982230503,171.29755119941964,174.30648803710938
2013-08-27,172.48418235807023,174.79385064928525,169.51762373061067,170.20628356933594
2013-08-28,168.47932700053184,173.448311916862,161.8681304141019,172.01800537109375
2013-08-29,172.90797613170676,180.8329250966805,172.16632941240186,179.10595703125
2013-08-30,178.7986934500705,182.2314261937331,175.51429853098887,180.9282684326172
2013-09-02,180.79053411943235,188.5883485553161,180.79053411943235,187.89968872070312
2013-09-03,188.20692931220617,188.9485760318578,175.51430599047816,176.08642578125
2013-09-04,176.66914825040487,183.19557461699506,176.5102300081349,179.97474670410156
2013-09-05,182.8671546468389,184.29746134858308,180.3455809922984,182.77178955078125
2013-09-06,184.35041659310744,185.09204917640412,178.31133971091117,183.92662048339844
2013-09-10,184.96492450678505,189.34060083217514,183.55580696353135,188.6625213623047
2013-09-11,188.376450126882,189.20283906676326,185.22977016238193,188.111572265625
2013-09-12,188.16454109475328,190.91920855685518,184.59407925839326,185.49464416503906
2013-09-13,183.9266464095883,187.25343431655924,183.72533580301408,184.9861297607422
2013-09-16,187.7301520804292,188.1009754236981,180.96005168949497,182.6022491455078
2013-09-17,181.45801386197542,183.07902225887878,180.6633944142194,181.8394317626953
2013-09-18,182.33738736363495,185.40989133772064,181.55336247469666,184.7635955810547
2013-09-19,188.17516368241377,189.8491591639459,186.58593874590068,188.7154998779297
2013-09-20,187.74076120993058,190.91922502849653,184.4563660428208,186.8719940185547
2013-09-23,184.78480761512338,186.68127434603358,183.29091960662348,185.2721710205078
2013-09-24,184.77423510068115,187.43355232518354,183.9584405122077,185.32518005371094
2013-09-25,184.85895894653356,185.38870051835426,178.45966774560907,179.91116333007812
2013-09-26,179.4026369154762,180.14426956578535,176.98700877331135,177.62269592285156
2013-09-27,178.41732107757534,181.06602940470222,177.35783774672458,177.9723358154297
2013-09-30,176.3089190052821,178.94704669026862,173.56485997062575,174.2641143798828
2013-10-01,175.09052003672724,175.85335589859943,173.26820092386396,174.0628204345703
2013-10-03,174.47602731441438,179.8794033745487,174.47602731441438,179.46620178222656
2013-10-04,178.11002512806502,182.16785018677493,177.56968903310127,181.0447998046875
2013-10-07,179.603896356902,180.62100124454753,177.14589052093797,178.85166931152344
2013-10-08,180.04888401094036,181.1083671048576,177.82395819777494,179.04237365722656
2013-10-09,177.98292121901258,183.8524715836131,177.46377413067697,182.4221649169922
2013-10-10,182.01955431933183,182.82476838322307,179.69927721950995,182.2314453125
2013-10-11,183.2909195600213,183.9266207981353,181.02362946484772,182.94129943847656
2013-10-14,183.2909367163486,185.40991746685953,182.9095329116907,184.41400146484375
2013-10-15,190.1351691451502,190.42123607589028,183.0790023994111,183.88421630859375
2013-10-17,184.3504202925176,188.164557066587,183.2167610791959,186.54354858398438
2013-10-18,186.8084214736703,192.40249896586627,186.8084214736703,191.904541015625
2013-10-21,191.90454464222208,193.99172742407404,189.89152370511653,193.50436401367188
2013-10-22,192.27538479887474,193.0276120061928,190.17759313968483,191.59730529785156
2013-10-23,191.80921233464233,192.65679050187558,188.0904120273579,190.0186767578125
2013-10-24,189.0227318802672,193.0381789822487,186.75542774215302,187.42291259765625
2013-10-25,187.3381692263545,189.18166325627536,186.33165874375217,187.95266723632812
2013-10-28,188.1645543270454,191.7350305594164,188.13277067951157,188.7472686767578
2013-10-29,188.3976329666559,191.54429868171627,187.2957716534621,190.02923583984375
2013-10-30,189.96567336944696,191.3218180212038,189.58425547599586,190.3153076171875
2013-10-31,190.70733828459984,194.5214895766685,189.85976011019451,193.82223510742188
2013-11-01,192.84747202979523,196.3331774620351,191.41716556341464,192.45545959472656
2013-11-05,191.41719083192208,195.30550376089943,191.41719083192208,192.7627410888672
2013-11-06,192.82628760433994,194.924064814548,189.6372294495473,190.41065979003906
2013-11-07,190.49539983177027,191.93630075778862,186.91434368464576,187.71954345703125
2013-11-08,187.7407516863116,188.1645477836173,184.5940858203347,185.61119079589844
2013-11-11,185.19798621472378,186.91435967345953,182.2738059216312,183.05783081054688
2013-11-12,183.29094084679176,184.6894639301665,180.15486906826192,180.66342163085938
2013-11-13,180.09130163221707,182.5281189397121,178.43850934123537,178.92587280273438
2013-11-14,180.37735602979959,183.07903690747318,180.1972345413373,180.4621124267578
2013-11-18,181.82883462952893,185.99260539717557,181.41563308836575,185.35691833496094
2013-11-19,185.40990203205962,187.50767936275156,185.40990203205962,186.1197509765625
2013-11-20,185.3781232953779,187.10507730323516,181.5957559544405,182.7611846923828
2013-11-21,182.2102420921274,182.2314311898021,178.72453651016602,179.60391235351562
2013-11-22,180.32439811480924,181.47923240821137,177.80281022832526,178.7881317138672
2013-11-25,179.55094794487633,181.5639688971251,178.8516935442241,180.4727020263672
2013-11-26,180.21840992661689,181.55336551190183,177.474351059277,178.25836181640625
2013-11-27,178.94705629610127,180.00653958878218,176.98700796116364,177.5591278076172
2013-11-28,178.65040090791976,181.46863618213703,178.65040090791976,179.6781005859375
2013-11-29,180.31378787192335,181.48981116396075,179.81581575231718,180.79054260253906
2013-12-02,180.7481560067116,182.85654199766444,180.5998323196334,181.2355194091797
2013-12-03,181.17192793208991,183.39685366590928,180.25017399557356,182.63401794433594
2013-12-04,182.42215452431188,183.82067746166175,180.7905373582742,181.3944549560547
2013-12-05,184.77417733500744,185.83367456005033,183.9371939057691,184.56228637695312
2013-12-06,184.38220576546152,185.33574350464806,182.48572483652552,183.65115356445312
2013-12-09,186.91435679187117,188.1645418014985,185.6641576373193,186.2468719482422
2013-12-10,186.15153988502465,188.3128987172076,186.15153988502465,187.4547119140625
2013-12-11,186.9991508646048,187.51829798931246,184.88018416334305,187.0203399658203
2013-12-12,186.04558381821644,186.46937992093495,183.92661744954904,184.39279174804688
2013-12-13,183.71470407273594,183.9477982839762,181.73346692935425,183.2273406982422
2013-12-16,182.23143847254033,182.70820733419953,178.6715709064502,179.06358337402344
2013-12-17,179.83699421598774,180.72695040209942,177.30481234830245,177.82395935058594
2013-12-18,177.82397529027017,183.0472435705577,177.82397529027017,182.22084045410156
2013-12-19,183.16378560747077,183.16378560747077,178.7775149448694,180.9706573486328
2013-12-20,184.7742233732075,190.2835593944068,182.67644578609404,189.6796417236328
2013-12-23,190.4954187958439,192.61438513243652,188.58834343494058,189.91270446777344
2013-12-24,189.96566801783226,191.76679780372078,189.6690065213,190.2941131591797
2013-12-26,189.5418987197838,190.7073274841682,186.91437965257163,188.0692138671875
2013-12-27,188.29170053562848,189.41475102327254,185.8125053366277,186.22569274902344
2013-12-30,186.68128419622676,188.55657607273085,185.59001728733296,187.97386169433594
2013-12-31,188.16454337803933,190.33649655776264,187.97384150393296,189.69020080566406
2014-01-01,190.16699072570233,190.33651766641123,188.07980784792318,188.33409118652344
2014-01-02,188.10098300885392,189.8597347144782,184.3716027635036,185.40989685058594
2014-01-03,184.68944496313208,185.0602683328614,181.17195558765766,183.1320037841797
2014-01-06,182.67644006805293,182.92012886782865,180.11248819240004,181.161376953125
2014-01-07,181.08718439063873,182.22082936079266,178.00408593259885,178.4384765625
2014-01-08,178.92584202620222,181.66990082214693,178.92584202620222,179.91116333007812
2014-01-09,180.20781521984577,180.9176782795828,179.06357565913305,180.2607879638672
2014-01-10,179.76282947874256,185.68535198143564,179.68866763733797,181.8394317626953
2014-01-13,183.97957699134147,187.10505357532475,183.9266042504188,186.5541229248047
2014-01-14,186.15156062938766,187.43354370219353,184.8695917015093,186.78726196289062
2014-01-15,187.46527306928633,189.64780646684912,186.68124825263212,187.6241912841797
2014-01-16,188.3128886331138,189.2876154290777,186.90377118406542,187.77255249023438
2014-01-17,188.40825504869397,190.05045271017187,186.5223685957473,187.4759063720703
2014-01-20,187.93146885344964,188.37645405108233,183.52400921754386,184.2974395751953
2014-01-21,184.9119258997426,185.11322231566064,182.65521640719848,182.87771606445312
2014-01-22,182.97307185337414,185.48405056949446,181.83942687538058,184.8695526123047
2014-01-23,182.35857263504948,184.62586257535676,182.35857263504948,183.46043395996094
2014-01-24,182.65522109695178,185.33572673149175,182.4645192243436,183.85244750976562
2014-01-27,181.38386431311633,182.40096935401618,178.06767130823877,178.66098022460938
2014-01-28,179.4767894914877,181.38386498648623,178.56562994210609,179.02120971679688
2014-01-29,180.0700865323074,180.64220631408372,176.93401520890583,177.27304077148438
2014-01-30,176.17119300758716,176.69034008530025,174.22173929251932,174.81504821777344
2014-01-31,175.2388339802022,176.6055732387981,175.05872664683056,176.1182098388672
2014-02-03,175.06932430985472,175.8321459979225,173.63901773168647,173.94627380371094
2014-02-04,172.59014091660842,175.1646872760581,172.30407392336892,174.08401489257812
2014-02-05,173.7767550408031,174.07341657756356,170.97972319316324,173.1728515625
2014-02-06,173.75556722153533,174.62434859387457,171.2445881975217,172.87620544433594
2014-02-07,174.20056802311805,174.56079689297084,171.76375062986847,172.57955932617188
2014-02-10,172.74906528908886,174.94220792852792,171.8802838735637,174.1687774658203
2014-02-11,174.39125931222188,174.81504128135535,170.1003395704154,170.6300811767578
2014-02-12,171.21281508485,174.15818497629567,171.0856804795889,173.3105926513672
2014-02-13,173.5224953921752,173.5224953921752,170.58772009197696,171.08567810058594
2014-02-14,172.03920649403346,174.6031582486881,171.21280332673544,174.18995666503906
2014-02-17,173.25760750803303,174.17936162010795,171.0115063960159,172.12396240234375
2014-02-18,171.0220628563657,173.29994711010397,171.0220628563657,172.3040313720703
2014-02-19,172.2722757796377,173.75555508087598,171.63658869194282,172.1133575439453
2014-02-20,171.91205949550442,172.42061198986326,170.17449688857207,170.67245483398438
2014-02-21,171.02207348502006,172.90795960507972,170.70422290070894,171.9544219970703
2014-02-24,171.2233772877414,172.6854674068075,170.64066297878725,172.13453674316406
2014-02-25,172.5477321875416,172.90796096660753,171.11742576426485,171.75311279296875
2014-02-26,171.84849466798775,173.08809944932955,171.2657802746773,171.78492736816406
2014-02-28,171.78490355053344,172.7702248510411,168.05552346346158,169.50701904296875
2014-03-03,169.5388132374075,170.95852525974598,168.91370654706284,170.23806762695312
2014-03-04,170.15330123480567,172.62190176886082,170.06854484649898,172.2616729736328
2014-03-05,172.8126259965246,173.3317730869813,170.60890303579242,171.00091552734375
2014-03-06,171.49887639104574,174.68792083657237,171.48828184095947,174.27471923828125
2014-03-07,174.81500933493408,185.1979627247169,174.81500933493408,184.22323608398438
2014-03-10,183.31209722735193,191.48071979164646,182.9518684620035,187.6241912841797
2014-03-11,187.528857382067,188.12216624979564,184.79539311309682,185.35691833496094
2014-03-12,185.19798456822804,187.08387078837384,183.85244861356523,184.63645935058594
2014-03-13,185.40992158205148,189.5948821354586,185.3463542798643,186.37405395507812
2014-03-14,185.19799221866597,188.57775235760116,184.14910357984562,187.77255249023438
2014-03-18,188.48240858485684,192.57201780587306,188.48240858485684,189.95509338378906
2014-03-19,190.7073163393143,192.8051077955089,189.70080588027704,191.343017578125
2014-03-20,191.04636532901645,192.2965646240893,190.31532725730796,191.9787139892578
2014-03-21,192.1905956603722,193.5361458371511,186.92496328375336,187.69837951660156
2014-03-24,188.85322033968518,192.56141140987643,188.82143669349333,191.8515625
2014-03-25,186.25750813923236,186.9991407867345,184.8801741996694,186.32107543945312
2014-03-26,186.73426515961674,191.33244138071672,186.7130760592857,188.8426513671875
2014-03-27,189.61607258596067,191.74564794902642,189.03335816683625,190.86627197265625
2014-03-28,190.70731716193302,194.93466959507953,190.70731716193302,194.12945556640625
2014-03-31,194.1506716003137,199.1408464127404,193.5043898648294,197.2231903076172
2014-04-01,198.335623159616,200.24269863537012,196.9159111022229,199.73414611816406
2014-04-02,200.24270206661996,203.84494794647844,198.7806117864833,203.03973388671875
2014-04-03,202.74305374343518,204.04621142405207,199.2679430202505,201.86367797851562
2014-04-04,201.72598252910228,201.9908462706256,199.5116509253366,200.08377075195312
2014-04-07,200.03079264581385,202.3510696840401,197.9859880363194,200.0625762939453
2014-04-09,201.3021780575926,204.8408565122163,200.69827460701362,203.87672424316406
2014-04-10,204.41705211751955,206.36650567509605,203.8873105329542,205.33880615234375
2014-04-11,203.90849562794133,205.7625982099877,201.42930053446457,202.09677124023438
2014-04-15,201.3021814882732,202.14977373032858,198.46275737883573,201.11146545410156
2014-04-16,200.56052531637232,203.20924741210666,198.78059866560156,199.4586639404297
2014-04-17,200.24267551194765,203.80254272130722,199.98839221024562,203.2304229736328
2014-04-21,205.5295390330878,205.5295390330878,202.59476370524303,203.33641052246094
2014-04-22,203.4211568283292,209.51319273983614,202.59475364900436,205.0633544921875
2014-04-23,205.32823074852917,208.08288441613027,204.3217202295146,204.93621826171875
2014-04-24,204.93621826171875,204.93621826171875,204.93621826171875,204.93621826171875
2014-04-25,205.11632487208968,205.3282158523304,200.4545818575409,200.9313507080078
2014-04-28,201.25979603587172,202.57354840428252,199.4692606716813,200.24269104003906
2014-04-29,200.46513579856529,201.6729565760464,198.7593713183863,199.24673461914062
2014-04-30,200.00960283597786,203.42114673777402,196.87353136193417,198.29324340820312
2014-05-02,199.1831931858069,200.75122876021192,196.21663480884905,196.66160583496094
2014-05-05,196.00475901189913,203.10330542374447,196.00475901189913,200.63470458984375
2014-05-06,200.85719716835501,204.90442821766757,200.7830353222049,204.13101196289062
2014-05-07,203.44232383471243,205.8367625688101,202.79604221820406,203.6012420654297
2014-05-08,204.07803489483646,205.56131432401978,201.46111033007722,203.48472595214844
2014-05-09,202.53116106202697,211.68511975605946,202.53116106202697,211.38845825195312
2014-05-12,210.8163563966661,222.27998422654525,210.64684360558905,217.9784698486328
2014-05-13,220.3729231740487,226.47556793637074,219.20749436924697,225.33131408691406
2014-05-14,225.45845720757885,226.3060353422273,220.60601191715608,221.53836059570312
2014-05-15,221.53831456555787,224.61081825946894,220.21395367200716,223.21229553222656
2014-05-16,233.268169354717,245.0695917700575,227.27650875827874,230.94639587402344
2014-05-19,233.46073817364746,240.68283626688898,232.58338445841002,239.67709350585938
2014-05-20,241.35689069119533,241.59227060618858,230.1867295571637,231.07476806640625
2014-05-21,231.07478465498184,236.01790606965412,229.76946737277603,230.76451110839844
2014-05-22,232.39083016716415,238.25410207762846,232.11263958173816,235.55784606933594
2014-05-23,237.85820918570238,242.23426471465612,235.81462625069761,241.26060485839844
2014-05-26,242.3412509919712,243.94614272186288,230.0369429793374,235.75042724609375
2014-05-27,236.02858582616238,237.0985230888469,230.05832390140677,232.80807495117188
2014-05-28,233.1611397529244,236.79894350838762,232.12329977360557,233.0113525390625
2014-05-29,233.7817378385211,233.97432141772558,228.6139213337421,229.72666931152344
2014-05-30,232.17679750398528,233.18252588676867,226.8270972985427,227.8328399658203
2014-06-02,229.9834450680301,232.87228443356764,227.9612603690531,231.57765197753906
2014-06-03,231.8130624235368,235.81463575122206,230.53982805359277,234.40231323242188
2014-06-04,233.81385376516604,235.77184411468693,230.30445271695058,230.57192993164062
2014-06-05,230.7859088748814,234.29530966287123,227.73658314654082,233.22537231445312
2014-06-06,236.97013605839058,242.4482257460817,236.2639820300593,240.17996215820312
2014-06-09,241.80626822505587,242.38404753242386,237.97589481990806,240.23345947265625
2014-06-10,241.90256191677193,241.90256191677193,235.4829238983133,239.3026123046875
2014-06-11,239.66638709614622,239.66638709614622,233.78173186361508,235.8360137939453
2014-06-12,235.0763750258146,238.27550250823285,231.9842527138783,234.13482666015625
